2.77138272955,1.67382409183,2.96418973952,4.44509347504,4.9552751863
22.0561539108,21.9827904297,20.3410267224,23.6601382423,22.3923633113
42.1207196519,44.5560308971,40.4736984125,41.6329068849,44.6995755183
64.5265792688,61.9449626666,63.1982844009,63.4696570886,64.3585231947
80.3528316067,83.8904421552,82.3041691477,83.4724580648,80.4622976259
102.599806301,104.219588768,101.486782613,100.535506834,101.50882559
4.90317589751,3.97454353997,2.96748017289,4.40817375052,3.23359892477
20.7240290832,22.9845639919,23.2725791233,21.4697674695,21.9746526101
41.3036353995,40.7178934746,40.2451155408,44.7563224244,41.9299107929
63.5960559603,64.433721877,62.5031349306,62.922155831,63.9517316356
83.615883274,81.478089661,83.0188691229,82.3571687545,81.939121386
101.331679625,100.778265072,100.912740868,100.043031433,103.376106534
2.64257746958,4.90399064056,3.58128449839,2.58825458856,2.10122838238
22.0542278395,20.0107646901,23.7033110246,21.8629045054,22.2845721086
44.5080962405,44.1130290379,44.8494068108,40.2696298284,44.5669768344
61.5093191214,63.5253709908,62.9749438785,64.5629664805,63.0919276423
84.262695098,84.5467146123,83.959195784,80.8146256637,84.5166387626
100.432040429,101.168503936,100.574313822,100.7678242,102.386961861
2.30402756856,2.95330798159,2.85325226661,2.38500210808,3.32220444067
24.9847831568,20.126578552,22.6207753517,21.5109688997,20.7665411317
42.6828908287,44.8570975349,41.3538722952,43.6514348135,44.3948879998
62.7256829845,62.2557848039,61.0104628574,63.1225638774,62.1098539547
84.5090022467,80.763167224,80.3145261244,82.1137719376,82.7738598722
103.933908328,103.102441481,101.689255401,100.083797523,101.339923391
4.61240335694,4.22669604996,2.47081701281,2.75520374892,4.0504449823
21.789856969,23.4798797146,24.8507541635,24.2668232675,20.4403618937
42.7991134845,44.218772648,41.4716837459,41.1397199436,43.9869071676
61.2063840424,64.0580202617,62.8388612644,60.0440507383,64.8605811116
81.1736202671,84.1276778821,82.8444549114,82.3215469044,84.4903610933
100.647363946,102.110697066,101.565757776,101.813952323,102.122460012
1.97356626673,1.56121951556,3.10847366104,4.43761388002,3.33974359277
23.6505916111,24.5575006775,23.7476142979,23.4452599515,22.3933123888
43.5498227319,43.9980867252,40.1440932785,44.8903823309,40.4449795767
61.7690605945,62.3918257172,60.9527168341,61.0527489564,62.8639957959
84.6249943185,81.0183300337,81.9525434823,84.6440687105,83.8684155086
101.048638031,103.632000701,102.156148911,101.093121189,102.424575527
4.49417285108,4.19422859575,5.27607381532,3.03771768955,2.33730176033
22.6700335426,22.9463792938,20.2402157293,21.3128954131,20.7825021259
42.4650559558,40.6476294245,41.5659514718,40.2758052646,44.4015758495
61.7787094856,62.2321685771,63.0763301538,61.6216756281,64.3636722541
80.5732223593,84.3644014634,81.4583677906,81.6574437777,82.4776605897
